VisitID,Date,Territory,Region,Rep,DealSize,Converted
8269,2026-02-21,Lekki-Ajah,Lagos,Rep 07,0.0,0
8270,2026-02-21,Lekki-Ajah,Lagos,Rep 04,0.0,0
8271,2026-02-21,Lekki-Ajah,Lagos,Rep 21,139646.55,1
8272,2026-02-21,Abeokuta,Ogun,Rep 08,0.0,0
8273,2026-02-21,Abeokuta,Ogun,Rep 09,93911.04,1
8274,2026-02-21,Abeokuta,Ogun,Rep 05,266630.12,1
8275,2026-02-21,Ibadan North,Oyo,Rep 04,0.0,0
8276,2026-02-21,Ibadan North,Oyo,Rep 12,386965.48,1
8277,2026-02-21,Ibadan North,Oyo,Rep 01,0.0,0
8278,2026-02-21,Ibadan North,Oyo,Rep 20,114939.17,1
8279,2026-02-21,Ibadan North,Oyo,Rep 21,179175.56,1
8280,2026-02-21,Ibadan South,Oyo,Rep 17,0.0,0
8281,2026-02-22,Lagos Mainland,Lagos,Rep 15,0.0,0
8282,2026-02-22,Lagos Mainland,Lagos,Rep 05,153033.39,1
8283,2026-02-22,Lagos Mainland,Lagos,Rep 12,170890.71,1
8284,2026-02-22,Lagos Mainland,Lagos,Rep 04,0.0,0
8285,2026-02-22,Lagos Mainland,Lagos,Rep 11,0.0,0
8286,2026-02-22,Lagos Mainland,Lagos,Rep 06,52981.54,1
8287,2026-02-22,Lagos Mainland,Lagos,Rep 11,0.0,0
8288,2026-02-22,Lagos Island,Lagos,Rep 07,0.0,0
8289,2026-02-22,Lagos Island,Lagos,Rep 05,0.0,0
8290,2026-02-22,Lagos Island,Lagos,Rep 21,0.0,0
8291,2026-02-22,Lekki-Ajah,Lagos,Rep 03,277250.65,1
8292,2026-02-22,Lekki-Ajah,Lagos,Rep 21,39633.82,1
8293,2026-02-22,Lekki-Ajah,Lagos,Rep 14,83524.29,1
8294,2026-02-22,Lekki-Ajah,Lagos,Rep 09,0.0,0
8295,2026-02-22,Lekki-Ajah,Lagos,Rep 05,0.0,0
8296,2026-02-22,Lekki-Ajah,Lagos,Rep 06,201897.53,1
8297,2026-02-22,Lekki-Ajah,Lagos,Rep 06,0.0,0
8298,2026-02-22,Ibadan North,Oyo,Rep 19,0.0,0
8299,2026-02-22,Ibadan North,Oyo,Rep 12,0.0,0
8300,2026-02-22,Ibadan North,Oyo,Rep 15,0.0,0
8301,2026-02-22,Ibadan North,Oyo,Rep 08,0.0,0
8302,2026-02-22,Ibadan North,Oyo,Rep 02,171826.65,1
8303,2026-02-22,Ibadan North,Oyo,Rep 08,66907.25,1
8304,2026-02-23,Lagos Mainland,Lagos,Rep 21,0.0,0
8305,2026-02-23,Lagos Mainland,Lagos,Rep 05,55280.95,1
8306,2026-02-23,Lagos Mainland,Lagos,Rep 15,0.0,0
8307,2026-02-23,Lagos Mainland,Lagos,Rep 16,127140.01,1
8308,2026-02-23,Lagos Mainland,Lagos,Rep 07,271480.08,1
8309,2026-02-23,Lagos Mainland,Lagos,Rep 15,72548.7,1
8310,2026-02-23,Lagos Mainland,Lagos,Rep 05,0.0,0
8311,2026-02-23,Lagos Mainland,Lagos,Rep 11,0.0,0
8312,2026-02-23,Lagos Mainland,Lagos,Rep 11,0.0,0
8313,2026-02-23,Lagos Island,Lagos,Rep 20,0.0,0
8314,2026-02-23,Lagos Island,Lagos,Rep 04,0.0,0
8315,2026-02-23,Lagos Island,Lagos,Rep 06,0.0,0
8316,2026-02-23,Lagos Island,Lagos,Rep 17,0.0,0
8317,2026-02-23,Lagos Island,Lagos,Rep 05,0.0,0
8318,2026-02-23,Lagos Island,Lagos,Rep 16,0.0,0
8319,2026-02-23,Lagos Island,Lagos,Rep 06,0.0,0
8320,2026-02-23,Lekki-Ajah,Lagos,Rep 02,0.0,0
8321,2026-02-23,Lekki-Ajah,Lagos,Rep 21,122203.86,1
8322,2026-02-23,Lekki-Ajah,Lagos,Rep 04,0.0,0
8323,2026-02-23,Lekki-Ajah,Lagos,Rep 18,0.0,0
8324,2026-02-23,Ibadan South,Oyo,Rep 22,0.0,0
8325,2026-02-23,Ibadan South,Oyo,Rep 02,172011.19,1
8326,2026-02-24,Lagos Island,Lagos,Rep 04,0.0,0
8327,2026-02-24,Lagos Island,Lagos,Rep 17,0.0,0
8328,2026-02-24,Lekki-Ajah,Lagos,Rep 20,0.0,0
8329,2026-02-24,Lekki-Ajah,Lagos,Rep 15,110941.16,1
8330,2026-02-24,Lekki-Ajah,Lagos,Rep 14,53147.82,1
8331,2026-02-24,Lekki-Ajah,Lagos,Rep 07,0.0,0
8332,2026-02-24,Lekki-Ajah,Lagos,Rep 08,0.0,0
8333,2026-02-24,Lekki-Ajah,Lagos,Rep 02,0.0,0
8334,2026-02-24,Ogbomosho,Oyo,Rep 19,0.0,0
8335,2026-02-25,Lagos Mainland,Lagos,Rep 07,174398.21,1
8336,2026-02-25,Lagos Mainland,Lagos,Rep 21,0.0,0
8337,2026-02-25,Lagos Mainland,Lagos,Rep 03,159933.79,1
8338,2026-02-25,Lagos Mainland,Lagos,Rep 01,106064.1,1
8339,2026-02-25,Lagos Island,Lagos,Rep 08,0.0,0
8340,2026-02-25,Lagos Island,Lagos,Rep 02,212946.71,1
8341,2026-02-25,Lagos Island,Lagos,Rep 17,0.0,0
8342,2026-02-25,Lagos Island,Lagos,Rep 16,0.0,0
8343,2026-02-26,Lagos Mainland,Lagos,Rep 06,99893.23,1
8344,2026-02-26,Lagos Mainland,Lagos,Rep 09,116767.16,1
8345,2026-02-26,Lagos Mainland,Lagos,Rep 11,0.0,0
8346,2026-02-26,Lagos Mainland,Lagos,Rep 15,54156.06,1
8347,2026-02-26,Lagos Mainland,Lagos,Rep 04,0.0,0
8348,2026-02-26,Lagos Mainland,Lagos,Rep 04,51206.01,1
8349,2026-02-26,Lagos Mainland,Lagos,Rep 22,94606.1,1
8350,2026-02-26,Lekki-Ajah,Lagos,Rep 17,123742.69,1
8351,2026-02-26,Lekki-Ajah,Lagos,Rep 08,0.0,0
8352,2026-02-26,Lekki-Ajah,Lagos,Rep 10,326468.85,1
8353,2026-02-26,Lekki-Ajah,Lagos,Rep 04,25343.54,1
8354,2026-02-26,Lekki-Ajah,Lagos,Rep 21,0.0,0
8355,2026-02-26,Lekki-Ajah,Lagos,Rep 07,0.0,0
8356,2026-02-26,Ibadan North,Oyo,Rep 03,244578.04,1
8357,2026-02-26,Ibadan North,Oyo,Rep 02,203526.68,1
8358,2026-02-26,Ibadan North,Oyo,Rep 01,0.0,0
8359,2026-02-26,Ibadan North,Oyo,Rep 08,0.0,0
8360,2026-02-26,Ibadan North,Oyo,Rep 19,0.0,0
8361,2026-02-27,Lekki-Ajah,Lagos,Rep 13,0.0,0
8362,2026-02-27,Lekki-Ajah,Lagos,Rep 07,0.0,0
8363,2026-02-27,Lekki-Ajah,Lagos,Rep 06,48617.69,1
8364,2026-02-27,Lekki-Ajah,Lagos,Rep 15,0.0,0
8365,2026-02-27,Sagamu,Ogun,Rep 15,0.0,0
8366,2026-02-27,Sagamu,Ogun,Rep 10,0.0,0
8367,2026-02-27,Ibadan South,Oyo,Rep 02,0.0,0
8368,2026-02-27,Ibadan South,Oyo,Rep 02,0.0,0
8369,2026-02-27,Ibadan South,Oyo,Rep 03,345640.02,1
8370,2026-02-27,Ibadan South,Oyo,Rep 18,0.0,0
8371,2026-02-28,Lagos Mainland,Lagos,Rep 05,33057.14,1
8372,2026-02-28,Lagos Mainland,Lagos,Rep 07,164497.91,1
8373,2026-02-28,Lagos Mainland,Lagos,Rep 10,0.0,0
8374,2026-02-28,Lagos Mainland,Lagos,Rep 01,0.0,0
8375,2026-02-28,Lagos Mainland,Lagos,Rep 10,199174.38,1
8376,2026-02-28,Lagos Mainland,Lagos,Rep 11,0.0,0
8377,2026-02-28,Lagos Mainland,Lagos,Rep 12,54325.74,1
8378,2026-02-28,Lagos Mainland,Lagos,Rep 12,0.0,0
8379,2026-02-28,Lagos Mainland,Lagos,Rep 13,63115.27,1
8380,2026-02-28,Lagos Mainland,Lagos,Rep 18,0.0,0
8381,2026-02-28,Lagos Mainland,Lagos,Rep 01,134463.42,1
8382,2026-02-28,Lagos Mainland,Lagos,Rep 14,0.0,0
8383,2026-02-28,Lagos Mainland,Lagos,Rep 01,0.0,0
8384,2026-02-28,Lagos Mainland,Lagos,Rep 04,79783.92,1
8385,2026-02-28,Lagos Mainland,Lagos,Rep 02,0.0,0
8386,2026-02-28,Lagos Island,Lagos,Rep 21,219461.31,1
8387,2026-02-28,Lagos Island,Lagos,Rep 11,0.0,0
8388,2026-02-28,Lagos Island,Lagos,Rep 21,0.0,0
8389,2026-02-28,Lagos Island,Lagos,Rep 10,0.0,0
8390,2026-02-28,Abeokuta,Ogun,Rep 18,0.0,0
8391,2026-02-28,Abeokuta,Ogun,Rep 07,0.0,0
8392,2026-02-28,Abeokuta,Ogun,Rep 12,0.0,0
8393,2026-02-28,Abeokuta,Ogun,Rep 18,0.0,0
8394,2026-02-28,Ibadan North,Oyo,Rep 22,0.0,0
8395,2026-02-28,Ibadan North,Oyo,Rep 10,106586.99,1
8396,2026-02-28,Ibadan North,Oyo,Rep 03,0.0,0
8397,2026-02-28,Ibadan North,Oyo,Rep 02,0.0,0
8398,2026-02-28,Ibadan South,Oyo,Rep 07,0.0,0
8399,2026-02-28,Ibadan South,Oyo,Rep 08,0.0,0
8400,2026-02-28,Ibadan South,Oyo,Rep 13,0.0,0
8401,2026-03-01,Lagos Mainland,Lagos,Rep 10,0.0,0
8402,2026-03-01,Lagos Mainland,Lagos,Rep 19,0.0,0
8403,2026-03-01,Lagos Mainland,Lagos,Rep 10,127439.08,1
8404,2026-03-01,Lagos Mainland,Lagos,Rep 07,0.0,0
8405,2026-03-01,Lagos Mainland,Lagos,Rep 07,0.0,0
8406,2026-03-01,Lagos Mainland,Lagos,Rep 21,111403.93,1
8407,2026-03-01,Lagos Mainland,Lagos,Rep 22,0.0,0
8408,2026-03-01,Lagos Mainland,Lagos,Rep 02,153023.29,1
8409,2026-03-01,Lagos Mainland,Lagos,Rep 11,0.0,0
8410,2026-03-01,Lagos Mainland,Lagos,Rep 17,0.0,0
8411,2026-03-01,Lagos Mainland,Lagos,Rep 16,172114.48,1
8412,2026-03-01,Sagamu,Ogun,Rep 12,0.0,0
8413,2026-03-01,Sagamu,Ogun,Rep 19,0.0,0
8414,2026-03-01,Ibadan South,Oyo,Rep 01,105746.54,1
8415,2026-03-02,Lagos Mainland,Lagos,Rep 12,0.0,0
8416,2026-03-02,Lagos Mainland,Lagos,Rep 22,0.0,0
8417,2026-03-02,Lagos Mainland,Lagos,Rep 17,49054.4,1
8418,2026-03-02,Lagos Mainland,Lagos,Rep 14,0.0,0
8419,2026-03-02,Lagos Mainland,Lagos,Rep 14,0.0,0
8420,2026-03-02,Lagos Mainland,Lagos,Rep 17,0.0,0
8421,2026-03-02,Lagos Island,Lagos,Rep 02,167240.98,1
8422,2026-03-02,Lagos Island,Lagos,Rep 01,0.0,0
8423,2026-03-02,Lagos Island,Lagos,Rep 05,0.0,0
8424,2026-03-02,Lagos Island,Lagos,Rep 02,0.0,0
8425,2026-03-03,Lagos Mainland,Lagos,Rep 13,0.0,0
8426,2026-03-03,Lagos Mainland,Lagos,Rep 19,50699.81,1
8427,2026-03-03,Lagos Mainland,Lagos,Rep 01,0.0,0
8428,2026-03-03,Lagos Mainland,Lagos,Rep 14,51819.01,1
8429,2026-03-03,Lagos Mainland,Lagos,Rep 04,0.0,0
8430,2026-03-03,Lagos Mainland,Lagos,Rep 20,86129.38,1
8431,2026-03-03,Lagos Mainland,Lagos,Rep 05,0.0,0
8432,2026-03-03,Lagos Mainland,Lagos,Rep 15,0.0,0
8433,2026-03-03,Lagos Mainland,Lagos,Rep 09,0.0,0
8434,2026-03-03,Lagos Island,Lagos,Rep 05,0.0,0
8435,2026-03-03,Lagos Island,Lagos,Rep 21,0.0,0
8436,2026-03-03,Lagos Island,Lagos,Rep 05,143756.21,1
8437,2026-03-03,Lagos Island,Lagos,Rep 02,0.0,0
8438,2026-03-03,Lagos Island,Lagos,Rep 18,0.0,0
8439,2026-03-03,Lagos Island,Lagos,Rep 10,84682.99,1
8440,2026-03-03,Lagos Island,Lagos,Rep 08,75602.21,1
8441,2026-03-03,Lagos Island,Lagos,Rep 22,0.0,0
8442,2026-03-03,Lagos Island,Lagos,Rep 22,0.0,0
8443,2026-03-03,Sagamu,Ogun,Rep 12,0.0,0
8444,2026-03-03,Ibadan North,Oyo,Rep 05,104099.37,1
8445,2026-03-03,Ibadan North,Oyo,Rep 18,156379.58,1
8446,2026-03-03,Ibadan South,Oyo,Rep 01,120284.12,1
8447,2026-03-03,Ibadan South,Oyo,Rep 22,292774.51,1
8448,2026-03-03,Ibadan South,Oyo,Rep 07,0.0,0
8449,2026-03-03,Ibadan South,Oyo,Rep 15,70636.78,1
8450,2026-03-03,Ibadan South,Oyo,Rep 05,0.0,0
8451,2026-03-03,Ibadan South,Oyo,Rep 22,0.0,0
8452,2026-03-04,Lekki-Ajah,Lagos,Rep 11,0.0,0
8453,2026-03-04,Lekki-Ajah,Lagos,Rep 03,0.0,0
8454,2026-03-04,Lekki-Ajah,Lagos,Rep 11,0.0,0
8455,2026-03-04,Lekki-Ajah,Lagos,Rep 05,0.0,0
8456,2026-03-04,Lekki-Ajah,Lagos,Rep 13,0.0,0
8457,2026-03-04,Abeokuta,Ogun,Rep 08,0.0,0
8458,2026-03-04,Abeokuta,Ogun,Rep 08,212413.08,1
8459,2026-03-04,Ibadan North,Oyo,Rep 19,0.0,0
8460,2026-03-04,Ibadan North,Oyo,Rep 12,0.0,0
8461,2026-03-04,Ibadan North,Oyo,Rep 09,0.0,0
8462,2026-03-04,Ogbomosho,Oyo,Rep 13,225250.28,1
8463,2026-03-05,Lagos Mainland,Lagos,Rep 18,0.0,0
8464,2026-03-05,Lagos Mainland,Lagos,Rep 14,107112.02,1
8465,2026-03-05,Lagos Mainland,Lagos,Rep 21,0.0,0
8466,2026-03-05,Lagos Mainland,Lagos,Rep 04,136373.09,1
8467,2026-03-05,Lagos Mainland,Lagos,Rep 14,0.0,0
8468,2026-03-05,Lagos Mainland,Lagos,Rep 11,0.0,0
8469,2026-03-05,Lagos Mainland,Lagos,Rep 12,71226.8,1
8470,2026-03-05,Lagos Mainland,Lagos,Rep 19,0.0,0
8471,2026-03-05,Lagos Mainland,Lagos,Rep 13,0.0,0
8472,2026-03-05,Lagos Island,Lagos,Rep 11,126172.12,1
8473,2026-03-05,Lagos Island,Lagos,Rep 14,0.0,0
8474,2026-03-05,Lagos Island,Lagos,Rep 07,0.0,0
8475,2026-03-05,Lagos Island,Lagos,Rep 07,0.0,0
8476,2026-03-05,Lagos Island,Lagos,Rep 12,0.0,0
8477,2026-03-05,Lagos Island,Lagos,Rep 16,192780.69,1
8478,2026-03-05,Ogbomosho,Oyo,Rep 03,79739.55,1
8479,2026-03-06,Lagos Island,Lagos,Rep 19,0.0,0
8480,2026-03-06,Lagos Island,Lagos,Rep 22,0.0,0
8481,2026-03-06,Lagos Island,Lagos,Rep 05,207837.86,1
8482,2026-03-06,Lagos Island,Lagos,Rep 04,0.0,0
8483,2026-03-06,Lagos Island,Lagos,Rep 22,111324.56,1
8484,2026-03-06,Lekki-Ajah,Lagos,Rep 20,0.0,0
8485,2026-03-06,Lekki-Ajah,Lagos,Rep 01,164422.15,1
8486,2026-03-06,Lekki-Ajah,Lagos,Rep 07,0.0,0
8487,2026-03-06,Lekki-Ajah,Lagos,Rep 19,0.0,0
8488,2026-03-06,Ibadan South,Oyo,Rep 03,98510.17,1
8489,2026-03-06,Ibadan South,Oyo,Rep 05,224446.35,1
8490,2026-03-06,Ibadan South,Oyo,Rep 02,162206.21,1
8491,2026-03-06,Ibadan South,Oyo,Rep 13,0.0,0
8492,2026-03-06,Ogbomosho,Oyo,Rep 12,0.0,0
8493,2026-03-07,Lagos Mainland,Lagos,Rep 15,0.0,0
8494,2026-03-07,Lagos Mainland,Lagos,Rep 01,236489.69,1
8495,2026-03-07,Lagos Mainland,Lagos,Rep 04,0.0,0
8496,2026-03-07,Lagos Mainland,Lagos,Rep 12,132139.2,1
8497,2026-03-07,Lagos Mainland,Lagos,Rep 08,110121.27,1
8498,2026-03-07,Lagos Island,Lagos,Rep 10,0.0,0
8499,2026-03-07,Lagos Island,Lagos,Rep 18,0.0,0
8500,2026-03-07,Lagos Island,Lagos,Rep 05,0.0,0
8501,2026-03-07,Lagos Island,Lagos,Rep 22,153658.21,1
8502,2026-03-07,Lagos Island,Lagos,Rep 13,0.0,0
8503,2026-03-07,Lagos Island,Lagos,Rep 01,0.0,0
8504,2026-03-07,Lekki-Ajah,Lagos,Rep 22,106238.61,1
8505,2026-03-07,Lekki-Ajah,Lagos,Rep 13,0.0,0
8506,2026-03-07,Lekki-Ajah,Lagos,Rep 17,0.0,0
8507,2026-03-07,Lekki-Ajah,Lagos,Rep 09,0.0,0
8508,2026-03-07,Abeokuta,Ogun,Rep 11,0.0,0
8509,2026-03-07,Abeokuta,Ogun,Rep 12,0.0,0
8510,2026-03-07,Ibadan North,Oyo,Rep 20,0.0,0
8511,2026-03-07,Ibadan North,Oyo,Rep 05,0.0,0
8512,2026-03-07,Ibadan North,Oyo,Rep 12,153955.53,1
8513,2026-03-07,Ibadan North,Oyo,Rep 03,143649.3,1
8514,2026-03-07,Ibadan North,Oyo,Rep 07,198254.56,1
8515,2026-03-07,Ibadan North,Oyo,Rep 22,238871.88,1
8516,2026-03-07,Ibadan North,Oyo,Rep 15,95925.25,1
8517,2026-03-08,Sagamu,Ogun,Rep 16,0.0,0
8518,2026-03-09,Lagos Mainland,Lagos,Rep 02,0.0,0
8519,2026-03-09,Lagos Mainland,Lagos,Rep 12,0.0,0
8520,2026-03-09,Lagos Mainland,Lagos,Rep 08,0.0,0
8521,2026-03-09,Lagos Mainland,Lagos,Rep 19,0.0,0
8522,2026-03-09,Lagos Mainland,Lagos,Rep 05,0.0,0
8523,2026-03-09,Abeokuta,Ogun,Rep 14,0.0,0
8524,2026-03-09,Abeokuta,Ogun,Rep 05,0.0,0
8525,2026-03-09,Abeokuta,Ogun,Rep 01,0.0,0
8526,2026-03-09,Abeokuta,Ogun,Rep 01,0.0,0
8527,2026-03-09,Sagamu,Ogun,Rep 03,0.0,0
8528,2026-03-09,Sagamu,Ogun,Rep 05,0.0,0
8529,2026-03-10,Lagos Mainland,Lagos,Rep 21,0.0,0
8530,2026-03-10,Lagos Mainland,Lagos,Rep 19,0.0,0
8531,2026-03-10,Lagos Mainland,Lagos,Rep 11,0.0,0
8532,2026-03-10,Lagos Mainland,Lagos,Rep 09,0.0,0
8533,2026-03-10,Lagos Mainland,Lagos,Rep 22,197416.57,1
8534,2026-03-10,Lagos Mainland,Lagos,Rep 12,0.0,0
8535,2026-03-10,Lagos Mainland,Lagos,Rep 05,0.0,0
8536,2026-03-10,Lagos Mainland,Lagos,Rep 16,0.0,0
8537,2026-03-10,Lagos Mainland,Lagos,Rep 16,0.0,0
8538,2026-03-10,Lagos Island,Lagos,Rep 03,0.0,0
8539,2026-03-10,Lagos Island,Lagos,Rep 05,0.0,0
8540,2026-03-10,Lagos Island,Lagos,Rep 04,177044.81,1
8541,2026-03-10,Lagos Island,Lagos,Rep 06,0.0,0
8542,2026-03-10,Lagos Island,Lagos,Rep 17,0.0,0
8543,2026-03-10,Lekki-Ajah,Lagos,Rep 09,0.0,0
8544,2026-03-10,Lekki-Ajah,Lagos,Rep 19,41766.48,1
8545,2026-03-10,Lekki-Ajah,Lagos,Rep 08,83381.11,1
8546,2026-03-10,Lekki-Ajah,Lagos,Rep 17,97108.29,1
8547,2026-03-10,Sagamu,Ogun,Rep 10,0.0,0
8548,2026-03-10,Ogbomosho,Oyo,Rep 07,184955.94,1
8549,2026-03-11,Lagos Mainland,Lagos,Rep 19,0.0,0
8550,2026-03-11,Lagos Mainland,Lagos,Rep 15,0.0,0
8551,2026-03-11,Lagos Mainland,Lagos,Rep 18,0.0,0
8552,2026-03-11,Lagos Mainland,Lagos,Rep 08,245388.86,1
8553,2026-03-11,Lagos Mainland,Lagos,Rep 19,0.0,0
8554,2026-03-11,Lagos Mainland,Lagos,Rep 12,0.0,0
8555,2026-03-11,Lagos Mainland,Lagos,Rep 11,0.0,0
8556,2026-03-11,Abeokuta,Ogun,Rep 20,0.0,0
8557,2026-03-11,Abeokuta,Ogun,Rep 04,0.0,0
8558,2026-03-11,Abeokuta,Ogun,Rep 13,39393.19,1
8559,2026-03-11,Sagamu,Ogun,Rep 19,0.0,0
8560,2026-03-11,Sagamu,Ogun,Rep 11,100805.57,1
8561,2026-03-12,Lagos Mainland,Lagos,Rep 18,101860.39,1
8562,2026-03-12,Lagos Mainland,Lagos,Rep 15,152299.29,1
8563,2026-03-12,Lagos Mainland,Lagos,Rep 11,50760.57,1
8564,2026-03-12,Lagos Mainland,Lagos,Rep 06,162364.84,1
8565,2026-03-12,Lagos Mainland,Lagos,Rep 01,0.0,0
8566,2026-03-12,Lagos Mainland,Lagos,Rep 11,0.0,0
8567,2026-03-12,Lagos Mainland,Lagos,Rep 08,316339.76,1
8568,2026-03-12,Lagos Island,Lagos,Rep 09,85879.18,1
8569,2026-03-12,Lagos Island,Lagos,Rep 09,0.0,0
8570,2026-03-12,Lagos Island,Lagos,Rep 13,140465.75,1
8571,2026-03-12,Lagos Island,Lagos,Rep 18,288164.46,1
8572,2026-03-12,Lagos Island,Lagos,Rep 03,0.0,0
8573,2026-03-12,Abeokuta,Ogun,Rep 15,0.0,0
8574,2026-03-12,Sagamu,Ogun,Rep 06,0.0,0
8575,2026-03-13,Abeokuta,Ogun,Rep 01,55300.19,1
8576,2026-03-13,Abeokuta,Ogun,Rep 08,0.0,0
8577,2026-03-13,Abeokuta,Ogun,Rep 19,93110.34,1
8578,2026-03-13,Abeokuta,Ogun,Rep 09,0.0,0
8579,2026-03-13,Abeokuta,Ogun,Rep 11,0.0,0
8580,2026-03-14,Lagos Mainland,Lagos,Rep 10,0.0,0
8581,2026-03-14,Lagos Mainland,Lagos,Rep 05,92201.74,1
8582,2026-03-14,Lagos Mainland,Lagos,Rep 02,0.0,0
8583,2026-03-14,Lagos Mainland,Lagos,Rep 16,0.0,0
8584,2026-03-14,Lagos Mainland,Lagos,Rep 04,0.0,0
8585,2026-03-14,Lagos Mainland,Lagos,Rep 20,38158.18,1
8586,2026-03-14,Lagos Mainland,Lagos,Rep 04,173091.32,1
8587,2026-03-14,Lagos Island,Lagos,Rep 08,0.0,0
8588,2026-03-14,Lagos Island,Lagos,Rep 13,0.0,0
8589,2026-03-14,Lagos Island,Lagos,Rep 15,0.0,0
8590,2026-03-14,Lagos Island,Lagos,Rep 06,54270.12,1
8591,2026-03-14,Lagos Island,Lagos,Rep 12,0.0,0
8592,2026-03-14,Lagos Island,Lagos,Rep 13,0.0,0
8593,2026-03-14,Lagos Island,Lagos,Rep 09,0.0,0
8594,2026-03-14,Lagos Island,Lagos,Rep 13,137267.98,1
8595,2026-03-14,Abeokuta,Ogun,Rep 21,27676.66,1
8596,2026-03-14,Abeokuta,Ogun,Rep 19,179270.23,1
8597,2026-03-14,Abeokuta,Ogun,Rep 08,0.0,0
8598,2026-03-14,Ibadan North,Oyo,Rep 09,0.0,0
8599,2026-03-14,Ibadan North,Oyo,Rep 21,0.0,0
8600,2026-03-14,Ibadan North,Oyo,Rep 07,0.0,0
8601,2026-03-14,Ibadan North,Oyo,Rep 17,0.0,0
8602,2026-03-14,Ibadan North,Oyo,Rep 06,0.0,0
8603,2026-03-14,Ibadan North,Oyo,Rep 17,0.0,0
8604,2026-03-14,Ibadan North,Oyo,Rep 16,189635.35,1
8605,2026-03-14,Ibadan South,Oyo,Rep 17,236561.86,1
8606,2026-03-14,Ibadan South,Oyo,Rep 01,0.0,0
8607,2026-03-14,Ibadan South,Oyo,Rep 14,28103.87,1
8608,2026-03-14,Ibadan South,Oyo,Rep 03,0.0,0
8609,2026-03-14,Ibadan South,Oyo,Rep 09,0.0,0
8610,2026-03-14,Ibadan South,Oyo,Rep 06,0.0,0
8611,2026-03-15,Lagos Mainland,Lagos,Rep 17,0.0,0
8612,2026-03-15,Lagos Mainland,Lagos,Rep 04,0.0,0
8613,2026-03-15,Lagos Mainland,Lagos,Rep 01,158777.08,1
8614,2026-03-15,Lagos Mainland,Lagos,Rep 02,0.0,0
8615,2026-03-15,Lagos Mainland,Lagos,Rep 19,111164.81,1
8616,2026-03-15,Lagos Mainland,Lagos,Rep 20,148536.8,1
8617,2026-03-15,Lagos Mainland,Lagos,Rep 22,0.0,0
8618,2026-03-15,Lagos Mainland,Lagos,Rep 10,0.0,0
8619,2026-03-15,Lagos Mainland,Lagos,Rep 07,0.0,0
8620,2026-03-15,Lekki-Ajah,Lagos,Rep 08,89781.17,1
8621,2026-03-15,Lekki-Ajah,Lagos,Rep 13,0.0,0
8622,2026-03-15,Lekki-Ajah,Lagos,Rep 21,0.0,0
8623,2026-03-15,Lekki-Ajah,Lagos,Rep 02,0.0,0
8624,2026-03-15,Lekki-Ajah,Lagos,Rep 21,0.0,0
8625,2026-03-15,Lekki-Ajah,Lagos,Rep 15,181662.38,1
8626,2026-03-15,Lekki-Ajah,Lagos,Rep 11,0.0,0
8627,2026-03-15,Lekki-Ajah,Lagos,Rep 15,0.0,0
8628,2026-03-15,Lekki-Ajah,Lagos,Rep 19,0.0,0
8629,2026-03-15,Lekki-Ajah,Lagos,Rep 09,149667.11,1
8630,2026-03-15,Lekki-Ajah,Lagos,Rep 19,219129.1,1
8631,2026-03-15,Ibadan North,Oyo,Rep 01,0.0,0
8632,2026-03-15,Ibadan North,Oyo,Rep 18,107740.01,1
8633,2026-03-15,Ibadan North,Oyo,Rep 04,0.0,0
8634,2026-03-15,Ibadan North,Oyo,Rep 02,0.0,0
8635,2026-03-15,Ibadan North,Oyo,Rep 01,0.0,0
8636,2026-03-15,Ibadan North,Oyo,Rep 03,0.0,0
8637,2026-03-16,Lagos Island,Lagos,Rep 11,0.0,0
8638,2026-03-16,Lagos Island,Lagos,Rep 19,0.0,0
8639,2026-03-16,Lagos Island,Lagos,Rep 01,0.0,0
8640,2026-03-16,Lagos Island,Lagos,Rep 20,0.0,0
8641,2026-03-16,Abeokuta,Ogun,Rep 04,150939.03,1
8642,2026-03-16,Abeokuta,Ogun,Rep 19,0.0,0
8643,2026-03-16,Abeokuta,Ogun,Rep 09,0.0,0
8644,2026-03-16,Ibadan North,Oyo,Rep 05,0.0,0
8645,2026-03-16,Ibadan North,Oyo,Rep 18,0.0,0
8646,2026-03-16,Ibadan North,Oyo,Rep 04,0.0,0
8647,2026-03-16,Ibadan North,Oyo,Rep 12,0.0,0
8648,2026-03-16,Ibadan North,Oyo,Rep 16,0.0,0
8649,2026-03-16,Ibadan South,Oyo,Rep 16,0.0,0
8650,2026-03-16,Ibadan South,Oyo,Rep 10,0.0,0
8651,2026-03-16,Ibadan South,Oyo,Rep 11,90706.3,1
8652,2026-03-16,Ibadan South,Oyo,Rep 09,0.0,0
8653,2026-03-16,Ibadan South,Oyo,Rep 20,0.0,0
8654,2026-03-16,Ibadan South,Oyo,Rep 01,0.0,0
8655,2026-03-16,Ibadan South,Oyo,Rep 18,0.0,0
8656,2026-03-16,Ogbomosho,Oyo,Rep 13,0.0,0
8657,2026-03-16,Ogbomosho,Oyo,Rep 18,0.0,0
8658,2026-03-17,Lagos Mainland,Lagos,Rep 17,0.0,0
8659,2026-03-17,Lagos Mainland,Lagos,Rep 22,0.0,0
8660,2026-03-17,Lagos Mainland,Lagos,Rep 19,38972.69,1
8661,2026-03-17,Lagos Mainland,Lagos,Rep 07,0.0,0
8662,2026-03-17,Lagos Island,Lagos,Rep 14,0.0,0
